CO_ID;DATA;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;QTD_ITENS_DISTINTOS;QTD_UNIDADES;QTD_CATEGORIAS_DISTINTAS
249082;2020-02-16;114;F;3;3;B;24;25;6
249136;2020-02-16;546;F;4;0;B;31;32;6
249158;2020-02-16;97;F;4;1;B;41;45;6
249208;2020-02-16;119;F;3;2;B;69;80;6
249213;2020-02-16;644;M;1;0;C;44;51;6
249304;2020-02-16;38;M;3;0;B;60;69;6
249309;2020-02-16;613;F;3;0;B;55;63;6
249331;2020-02-16;88;F;1;0;B;35;39;7
249428;2020-02-16;259;M;1;1;B;18;19;4
249513;2020-02-16;813;F;4;0;C;26;29;4
249549;2020-02-16;987;F;1;0;B;51;64;6
249566;2020-02-16;680;F;3;0;C;29;31;5
249593;2020-02-20;612;F;3;4;B;46;54;6
249596;2020-02-20;222;F;4;0;B;25;27;6
249601;2020-02-20;533;F;4;0;A;12;12;3
249640;2020-02-20;977;M;1;0;C;55;64;7
249684;2020-02-20;263;M;3;0;B;28;29;5
249775;2020-02-20;911;F;2;0;B;15;15;5
249872;2020-02-20;891;F;3;2;B;69;81;6
249884;2020-02-20;566;F;4;0;B;63;70;7
249980;2020-02-20;507;F;3;2;B;1;1;1
250044;2020-02-20;767;F;1;0;B;38;50;6
250067;2020-02-20;113;F;3;0;B;55;61;6
250082;2020-02-20;858;F;4;2;C;68;79;6
250155;2020-02-20;745;F;1;2;B;37;39;6
250214;2020-02-20;755;M;3;4;B;24;24;4
250292;2020-02-20;920;F;5;3;B;15;15;6
250374;2020-02-20;9;F;2;0;B;74;80;5
250411;2020-02-20;332;F;3;4;C;60;71;5
250418;2020-02-20;106;M;1;0;B;48;51;6
250490;2020-02-20;210;M;2;2;C;35;37;6
250565;2020-02-20;584;M;3;0;B;31;31;5
250567;2020-02-20;734;F;4;2;B;22;23;4
250606;2020-02-20;920;F;5;3;B;31;35;6
250620;2020-02-20;110;M;3;0;C;69;82;6
250701;2020-02-20;514;M;4;0;C;45;49;6
250772;2020-02-20;507;F;3;2;B;58;69;7
250808;2020-02-20;493;M;2;4;B;41;45;6
250828;2020-02-20;800;M;1;0;C;14;14;3
250848;2020-02-20;290;F;1;0;B;35;36;6
250886;2020-02-20;918;F;2;4;C;28;28;5
250910;2020-02-25;573;F;1;0;C;7;7;3
251003;2020-02-25;419;F;2;1;B;8;8;3
251048;2020-02-25;874;F;3;3;B;61;71;5
251114;2020-02-25;389;F;3;0;C;70;84;6
251144;2020-02-25;123;F;3;2;B;33;34;6
251163;2020-02-25;118;M;2;4;A;43;48;5
251257;2020-02-25;228;F;4;0;C;32;36;5
251314;2020-02-25;636;M;2;2;B;7;7;2
251342;2020-02-25;470;M;3;1;B;67;79;6
251390;2020-02-25;527;F;4;1;B;32;33;5
251470;2020-02-25;952;F;3;4;C;10;10;4
251537;2020-02-25;672;F;4;0;B;39;42;6
251553;2020-02-25;666;F;2;2;B;63;68;7
251577;2020-02-25;215;M;2;4;B;29;29;5
251634;2020-02-25;84;F;3;0;C;8;9;4
251676;2020-02-25;739;F;2;3;B;26;29;5
251719;2020-02-25;928;F;5;1;B;11;11;2
251727;2020-02-25;322;M;2;0;B;57;68;6
251813;2020-02-25;837;F;2;0;C;62;82;5
251833;2020-02-25;72;F;2;0;A;73;87;6
251922;2020-02-25;95;M;1;0;B;13;13;5
251935;2020-02-25;870;F;1;0;B;34;38;6
252014;2020-02-25;514;M;4;0;C;68;85;6
252049;2020-02-25;41;M;3;0;C;25;25;4
252120;2020-02-25;992;F;2;0;B;9;9;4
252132;2020-02-25;860;M;1;0;B;71;85;7
252174;2020-02-25;916;F;3;4;C;37;40;5
252198;2020-02-25;84;F;3;0;C;70;81;7
252202;2020-02-25;65;M;4;0;B;5;5;3
252244;2020-02-25;360;M;4;0;B;29;30;5
252283;2020-02-25;688;M;1;1;A;47;49;5
252367;2020-02-25;719;M;1;0;B;45;52;6
252457;2020-02-25;143;F;1;4;B;74;88;7
252479;2020-02-25;331;F;4;0;B;14;15;3
252490;2020-02-25;67;M;1;0;B;30;32;4
252582;2020-02-25;49;M;2;0;C;31;35;6
252642;2020-02-25;762;F;2;0;B;33;35;7
252651;2020-02-25;380;M;3;4;B;57;64;6
252702;2020-02-25;468;M;3;1;C;73;84;7
252742;2020-02-25;919;F;2;0;C;19;22;5
252782;2020-02-25;553;F;4;0;B;31;33;5
252839;2020-02-25;93;F;2;0;C;65;77;7
252845;2020-02-25;840;F;3;3;C;4;4;3
252893;2020-02-25;288;M;2;0;B;50;54;6
252988;2020-02-25;506;F;4;3;B;69;81;6
252993;2020-02-25;723;M;4;0;B;6;7;3
253030;2020-02-25;466;F;1;0;C;65;78;7
253111;2020-02-25;119;F;3;2;B;9;9;5
253161;2020-02-25;245;F;4;3;B;62;79;6
253170;2020-02-25;139;F;3;3;B;37;40;6
253209;2020-02-25;345;F;2;3;B;37;43;4
253236;2020-02-25;269;F;3;3;B;35;41;5
253289;2020-02-25;491;M;2;1;A;38;42;5
253319;2020-02-25;145;M;3;0;B;52;54;6
253401;2020-02-25;305;F;4;0;B;60;73;7
253454;2020-02-25;357;M;2;2;C;73;84;6
253489;2020-02-25;411;F;2;0;B;21;23;4
253545;2020-02-25;623;F;3;0;C;58;69;5
253570;2020-02-25;929;M;4;0;B;16;16;4
253667;2020-02-25;128;F;2;0;B;2;2;1
253759;2020-02-25;419;F;2;1;B;52;64;6
253799;2020-02-25;116;M;4;0;B;61;73;5
253831;2020-02-25;655;M;2;0;B;2;2;2
253912;2020-02-25;440;F;4;0;C;65;75;6
253999;2020-02-25;333;F;2;0;C;64;73;6
254051;2020-02-25;737;F;2;1;C;22;23;5
254099;2020-02-25;517;F;3;1;B;44;51;5
254188;2020-02-25;498;M;3;2;B;28;33;6
254218;2020-02-25;280;M;4;3;B;19;21;4
254257;2020-02-25;55;F;3;0;B;26;27;5
254327;2020-02-25;425;F;3;0;B;9;9;5
254417;2020-02-25;876;F;2;3;B;30;33;6
254488;2020-02-25;732;F;3;4;B;20;20;4
254548;2020-02-25;799;M;4;3;C;50;58;5
254637;2020-02-25;182;F;1;4;B;12;14;5
254685;2020-02-25;560;M;2;0;B;39;43;5
254745;2020-02-25;230;M;1;4;A;60;70;5
254833;2020-02-25;886;F;5;1;B;39;43;5
254917;2020-02-25;534;M;4;1;C;67;75;6
254925;2020-02-25;192;F;4;0;B;55;59;6
254943;2020-02-25;191;M;3;0;B;55;60;7
254985;2020-02-25;390;F;2;0;B;6;6;3
255045;2020-02-25;54;M;1;0;A;11;11;4
255079;2020-02-25;306;F;3;0;B;59;75;5
255123;2020-02-25;90;F;2;2;B;8;9;3
255143;2020-02-25;693;F;4;0;B;36;37;7
255173;2020-02-25;341;M;2;0;C;16;17;4
255192;2020-02-25;203;F;3;0;A;17;19;5
255271;2020-02-28;646;F;1;0;B;16;17;6
255277;2020-02-28;946;M;3;0;B;52;61;5
255328;2020-02-28;486;M;4;0;B;31;34;5
255341;2020-02-28;957;M;2;3;B;57;66;6
255357;2020-02-28;361;F;1;0;C;66;83;6
255406;2020-02-28;214;F;4;0;B;14;14;4
255451;2020-02-28;294;F;4;0;C;41;45;6
255550;2020-02-28;128;F;2;0;B;49;56;5
255590;2020-02-28;151;F;1;0;B;15;15;3
255682;2020-02-28;99;F;1;4;C;63;73;6
255690;2020-02-28;957;M;2;3;B;4;4;3
255719;2020-02-28;894;F;4;3;C;29;30;6
255794;2020-02-28;910;M;2;2;B;62;71;7
255830;2020-02-28;750;M;2;2;C;67;81;7
255892;2020-02-28;25;M;4;1;C;12;13;3
255984;2020-02-28;122;M;3;3;B;65;75;6
256024;2020-02-28;955;F;3;2;C;34;37;6
256096;2020-02-28;169;F;1;1;B;54;64;6
256155;2020-02-28;419;F;2;1;B;1;1;1
256183;2020-02-28;836;F;2;0;B;46;48;5
256243;2020-02-28;670;M;4;0;C;40;43;4
256330;2020-02-28;406;M;2;4;C;37;41;6
256376;2020-02-28;813;F;4;0;C;39;44;5
256440;2020-02-28;587;M;1;0;B;41;48;5
256525;2020-02-28;472;M;2;1;C;9;11;2
256618;2020-02-28;177;F;3;2;C;7;7;3
256702;2020-02-28;200;F;3;0;B;27;32;6
256713;2020-02-28;863;F;1;4;B;10;10;3
256727;2020-02-28;140;F;1;0;C;8;9;3
256761;2020-02-28;46;F;4;1;B;51;54;6
256787;2020-02-28;53;M;1;1;B;15;15;3
256873;2020-02-28;219;M;2;0;B;30;30;5
256899;2020-02-28;744;M;4;0;A;60;73;7
256966;2020-02-28;211;M;2;1;B;8;8;4
257027;2020-02-28;625;F;4;0;C;50;61;5
257101;2020-02-28;831;F;4;2;B;25;25;5
257111;2020-02-28;656;M;2;0;C;69;77;6
257181;2020-02-28;987;F;1;0;B;40;41;6
257188;2020-02-28;570;F;4;1;C;37;39;6
257225;2020-02-28;877;M;2;0;C;75;89;6
257233;2020-02-28;461;M;3;4;C;69;82;7
257299;2020-02-28;167;M;1;1;A;23;25;3
257356;2020-02-28;520;M;1;0;B;58;69;6
257373;2020-02-28;287;F;1;0;B;24;25;4
257420;2020-02-28;973;F;4;0;B;15;16;6
257458;2020-02-28;450;M;1;0;B;59;66;6
257533;2020-02-28;665;M;1;4;B;75;89;6
257573;2020-02-28;65;M;4;0;B;38;46;5
257625;2020-02-28;447;M;2;0;B;4;4;2
257689;2020-02-28;476;M;3;0;C;33;34;5
257694;2020-02-28;918;F;2;4;C;23;24;6
257707;2020-02-28;308;M;4;0;B;72;88;6
257726;2020-02-28;459;F;3;2;B;48;58;5
257737;2020-02-28;182;F;1;4;B;44;46;6
257791;2020-02-28;692;F;4;0;B;37;39;5
257884;2020-02-28;724;M;1;0;B;66;72;7
257887;2020-02-28;193;F;4;0;B;36;41;5
257888;2020-02-28;944;F;3;1;B;73;82;5
257934;2020-02-28;804;F;4;3;B;34;36;6
257993;2020-02-28;384;F;3;2;C;59;65;7
258059;2020-02-28;970;M;2;4;B;67;76;6
258090;2020-02-28;311;F;4;0;C;66;76;6
258105;2020-02-28;357;M;2;2;C;3;3;2
258203;2020-02-28;139;F;3;3;B;18;18;5
258277;2020-02-28;722;F;4;0;B;47;53;5
258316;2020-02-28;129;M;2;0;A;58;68;7
258373;2020-02-28;441;M;4;2;B;32;34;6
258421;2020-02-28;822;M;2;3;B;46;55;5
258484;2020-02-28;486;M;4;0;B;32;34;6
258518;2020-02-28;320;M;3;4;B;36;40;4
258532;2020-02-28;868;M;4;0;B;44;47;4
258592;2020-02-28;584;M;3;0;B;50;57;5
258624;2020-02-28;445;M;2;0;B;60;70;6
258648;2020-02-28;485;M;3;3;B;33;38;5
258663;2020-02-28;940;F;1;3;B;3;3;2
258666;2020-02-28;802;M;1;1;B;57;70;6
258685;2020-02-28;446;M;1;4;B;52;56;6
258739;2020-02-28;738;M;1;0;C;61;74;5
258764;2020-02-28;166;F;1;0;B;23;24;5
258786;2020-02-28;843;F;5;1;C;44;53;5
258826;2020-02-28;154;M;2;3;B;43;49;5
258885;2020-02-28;277;F;1;3;B;32;34;5
258915;2020-02-28;579;F;3;0;B;11;11;3
258952;2020-02-28;512;M;4;0;B;60;69;6
259040;2020-02-28;831;F;4;2;B;55;64;5
259064;2020-02-03;362;F;3;0;B;59;69;5
259128;2020-02-03;780;M;3;2;B;34;35;5
259169;2020-02-03;710;F;3;1;C;60;69;6
259170;2020-02-03;841;M;1;0;B;10;10;2
259197;2020-02-03;670;M;4;0;C;57;62;7
259212;2020-02-03;386;M;4;2;A;71;82;7
259256;2020-02-03;936;F;3;2;B;73;83;7
259313;2020-02-03;911;F;2;0;B;25;27;5
259341;2020-02-03;283;M;4;1;B;42;47;7
259355;2020-02-03;543;M;2;2;B;32;35;5
259388;2020-02-03;735;F;4;0;B;68;82;6
259417;2020-02-03;732;F;3;4;B;36;39;6
259474;2020-02-03;819;M;4;0;B;39;43;6
259569;2020-04-03;473;F;4;3;B;39;46;6
259650;2020-04-03;537;F;1;4;B;52;62;6
259716;2020-04-03;488;M;3;2;B;30;30;5
259786;2020-04-03;829;F;3;4;B;10;10;4
259885;2020-04-03;378;F;2;0;C;29;30;6
259923;2020-04-03;380;M;3;4;B;45;50;6
259929;2020-04-03;770;M;2;3;B;29;31;6
259932;2020-04-03;854;F;5;1;C;58;64;7
259993;2020-04-03;230;M;1;4;A;1;1;1
260056;2020-04-03;138;F;3;2;B;50;53;6
260084;2020-04-03;898;F;4;0;C;60;67;6
260090;2020-04-03;685;F;4;0;B;40;40;6
260133;2020-04-03;625;F;4;0;C;40;41;7
260219;2020-04-03;497;M;3;0;B;8;8;4
260302;2020-04-03;889;F;3;4;B;26;26;5
260330;2020-04-03;133;F;2;0;B;4;4;1
260365;2020-04-03;428;F;2;0;A;50;59;6
260417;2020-04-03;796;M;2;3;B;62;68;7
260471;2020-04-03;676;M;2;3;B;12;12;4
260491;2020-04-03;710;F;3;1;C;49;52;5
260555;2020-04-03;856;F;5;1;B;1;1;1
260573;2020-04-03;712;F;2;3;B;33;34;6
260621;2020-04-03;365;M;4;0;A;11;11;3
260668;2020-04-03;266;F;3;3;B;52;58;6
260745;2020-04-03;477;F;4;0;B;35;36;6
260757;2020-04-03;911;F;2;0;B;25;26;5
260800;2020-04-03;606;M;1;0;B;73;86;4
260843;2020-04-03;760;F;2;0;A;53;64;5
260894;2020-04-03;308;M;4;0;B;62;65;6
260965;2020-04-03;154;M;2;3;B;9;9;5
260999;2020-04-03;635;F;4;0;B;31;32;4
261024;2020-04-03;268;M;4;0;B;51;62;4
261066;2020-04-03;219;M;2;0;B;32;35;6
261080;2020-04-03;360;M;4;0;B;76;87;6
261171;2020-04-03;666;F;2;2;B;19;19;6
261185;2020-04-03;131;F;2;0;C;29;31;5
261219;2020-04-03;610;M;2;0;B;22;25;6
261245;2020-04-03;556;F;4;0;B;1;1;1
261279;2020-04-03;641;F;4;0;C;3;4;2
261283;2020-04-03;826;F;2;0;C;23;24;6
261299;2020-04-03;481;M;3;0;B;22;24;5
261365;2020-04-03;574;F;2;2;B;36;40;6
261457;2020-04-03;571;F;2;0;B;60;67;6
261544;2020-04-03;611;M;4;0;B;59;67;5
261546;2020-04-03;918;F;2;4;C;48;53;6
261548;2020-04-03;247;M;1;0;B;9;9;3
261554;2020-04-03;358;F;3;0;C;62;72;7
261593;2020-04-03;281;F;2;0;B;6;6;3
261596;2020-04-03;268;M;4;0;B;72;78;7
261636;2020-04-03;557;F;2;0;A;69;83;5
261659;2020-04-03;732;F;3;4;B;59;72;6
261728;2020-04-03;936;F;3;2;B;39;43;5
261783;2020-04-03;344;M;3;0;B;52;60;6
261858;2020-04-03;411;F;2;0;B;43;50;4
261891;2020-04-03;135;M;3;0;B;12;13;3
261931;2020-04-03;65;M;4;0;B;75;89;6
261979;2020-04-03;167;M;1;1;A;30;30;6
262071;2020-04-03;495;F;2;3;A;46;50;5
262116;2020-04-03;538;M;3;0;B;23;26;4
262159;2020-04-03;303;M;3;4;B;27;29;6
262221;2020-04-03;638;M;3;1;B;46;55;5
262292;2020-04-03;278;F;3;2;C;47;53;5
262334;2020-04-03;930;F;4;1;B;56;66;6
262342;2020-04-03;234;M;3;4;B;60;68;7
262418;2020-04-03;605;M;4;2;B;34;35;5
262430;2020-04-03;799;M;4;3;C;37;37;5
262483;2020-04-03;445;M;2;0;B;25;27;3
262492;2020-04-03;751;F;2;0;B;30;31;5
262515;2020-04-03;92;M;4;1;B;13;13;6
262565;2020-04-03;371;F;4;0;B;4;4;4
262657;2020-04-03;955;F;3;2;C;42;46;4
262743;2020-04-03;783;F;1;0;B;63;72;6
262787;2020-07-03;505;F;1;0;C;68;78;5
262883;2020-07-03;954;F;4;2;B;55;62;6
262959;2020-07-03;145;M;3;0;B;62;74;7
262995;2020-07-03;21;M;3;0;B;50;57;5
263008;2020-07-03;280;M;4;3;B;70;82;6
263070;2020-07-03;140;F;1;0;C;40;45;6
263163;2020-07-03;950;M;3;0;C;62;79;5
263194;2020-07-03;228;F;4;0;C;40;41;5
263241;2020-07-03;409;F;3;4;B;52;57;5
263308;2020-07-03;961;F;1;0;C;20;21;4
263374;2020-07-03;905;M;1;0;B;13;14;5
263427;2020-07-03;155;F;2;0;B;50;53;5
263459;2020-07-03;775;F;2;3;B;22;25;5
263478;2020-07-03;133;F;2;0;B;2;2;2
263545;2020-07-03;471;F;4;0;A;60;71;5
263643;2020-07-03;538;M;3;0;B;55;69;6
263689;2020-07-03;252;M;2;2;B;52;58;5
263736;2020-07-03;924;F;2;2;B;70;89;7
263759;2020-07-03;449;F;2;3;B;57;70;7
263760;2020-07-03;245;F;4;3;B;38;40;5
263841;2020-07-03;197;F;2;0;B;24;24;4
263929;2020-07-03;387;M;2;2;B;45;47;5
263962;2020-07-03;567;F;1;0;C;11;11;4
264043;2020-07-03;790;F;3;0;B;56;66;6
264141;2020-07-03;518;F;1;0;B;61;68;7
264180;2020-07-03;730;F;2;0;B;56;65;6
264218;2020-07-03;767;F;1;0;B;67;76;6
264310;2020-07-03;210;M;2;2;C;62;76;7
264329;2020-07-03;393;F;4;0;B;15;15;3
264403;2020-07-03;172;M;2;0;B;13;13;3
264469;2020-07-03;223;F;3;0;B;42;45;5
264481;2020-07-03;230;M;1;4;A;35;36;6
264504;2020-07-03;502;M;4;0;C;64;71;6
264600;2020-07-03;345;F;2;3;B;57;68;5
264681;2020-07-03;599;F;1;4;C;30;36;4
264739;2020-07-03;834;M;3;3;B;11;11;4
264802;2020-07-03;119;F;3;2;B;70;80;6
264870;2020-07-03;495;F;2;3;A;60;66;6
264894;2020-07-03;642;M;2;3;B;60;73;6
264939;2020-07-03;228;F;4;0;C;8;8;4
265034;2020-07-03;138;F;3;2;B;15;15;5
265113;2020-07-03;508;F;3;0;B;74;89;6
265128;2020-07-03;380;M;3;4;B;29;31;5
265202;2020-07-03;413;M;3;2;B;38;40;6
265230;2020-07-03;743;M;1;3;C;75;84;6
265260;2020-07-03;633;F;3;0;C;53;62;5
265288;2020-07-03;785;M;1;4;C;18;18;5
265350;2020-07-03;234;M;3;4;B;6;6;2
265417;2020-07-03;938;M;1;4;B;47;53;6
265502;2020-07-03;698;F;2;0;B;66;83;7
265569;2020-07-03;340;M;3;4;B;1;1;1
265608;2020-07-03;641;F;4;0;C;76;89;6
265671;2020-07-03;659;F;2;2;B;40;44;6
265739;2020-07-03;108;M;1;0;B;14;15;5
265814;2020-07-03;92;M;4;1;B;21;22;6
265891;2020-07-03;155;F;2;0;B;66;77;6
265937;2020-07-03;936;F;3;2;B;3;3;2
265999;2020-07-03;527;F;4;1;B;28;31;4
266061;2020-07-03;390;F;2;0;B;29;32;5
266089;2020-07-03;247;M;1;0;B;63;75;4
266154;2020-07-03;369;F;3;4;C;8;9;4
266159;2020-07-03;196;M;2;0;B;26;30;5
266212;2020-07-03;192;F;4;0;B;19;21;6
266238;2020-07-03;62;F;2;0;B;69;86;6
266244;2020-07-03;260;F;2;0;C;40;43;5
266302;2020-07-03;629;M;3;0;C;71;81;6
266352;2020-07-03;795;F;4;2;B;69;81;7
266368;2020-07-03;614;F;4;1;B;27;31;4
266425;2020-07-03;343;F;1;0;B;61;75;6
266436;2020-07-03;136;F;2;1;B;56;63;7
266456;2020-07-03;709;F;3;0;B;5;5;1
266500;2020-07-03;517;F;3;1;B;42;46;6
266543;2020-07-03;999;M;2;2;C;31;32;4
266559;2020-07-03;225;M;4;0;C;4;4;3
266637;2020-07-03;413;M;3;2;B;34;36;5
266716;2020-07-03;29;M;2;0;B;72;82;5
266763;2020-07-03;570;F;4;1;C;74;87;6
266815;2020-07-03;203;F;3;0;A;34;35;4
266876;2020-07-03;802;M;1;1;B;26;26;4
266931;2020-07-03;779;M;3;4;A;14;15;4
266959;2020-11-03;640;M;4;0;C;8;9;3
266985;2020-11-03;897;M;2;1;C;14;14;6
267035;2020-11-03;351;F;2;2;B;66;81;6
267108;2020-11-03;879;M;2;2;C;69;78;5
267177;2020-11-03;516;M;1;0;C;37;37;5
267224;2020-11-03;651;F;2;0;B;10;10;4
267257;2020-11-03;19;F;2;2;C;7;7;2
267326;2020-11-03;885;F;3;1;A;19;19;4
267339;2020-11-03;726;M;2;0;B;48;57;6
267419;2020-11-03;272;M;4;3;C;75;89;5
267496;2020-11-03;440;F;4;0;C;3;3;1
267570;2020-11-03;389;F;3;0;C;3;3;2
267590;2020-11-03;636;M;2;2;B;57;74;7
267647;2020-11-03;367;F;1;0;A;21;21;4
267655;2020-11-03;646;F;1;0;B;41;43;5
267657;2020-11-03;457;M;3;0;C;49;54;5
267725;2020-11-03;732;F;3;4;B;49;58;5
267813;2020-11-03;893;F;1;0;B;5;5;3
267869;2020-11-03;98;M;1;0;B;21;21;4
267945;2020-11-03;404;M;4;0;B;4;4;2
268000;2020-11-03;576;M;3;0;B;1;1;1
268092;2020-11-03;655;M;2;0;B;33;36;4
268151;2020-11-03;970;M;2;4;B;66;76;7
268161;2020-11-03;569;M;1;1;A;62;66;6
268191;2020-11-03;665;M;1;4;B;46;48;5
268285;2020-11-03;154;M;2;3;B;8;8;3
268336;2020-11-03;510;F;4;0;B;70;81;6
268392;2020-11-03;453;F;1;0;B;2;2;1
268444;2020-11-03;510;F;4;0;B;4;4;3
268501;2020-11-03;288;M;2;0;B;55;66;6
268559;2020-11-03;770;M;2;3;B;53;62;7
268589;2020-11-03;833;F;1;4;B;61;71;6
268668;2020-11-03;498;M;3;2;B;36;40;6
268705;2020-11-03;450;M;1;0;B;61;76;6
268746;2020-11-03;874;F;3;3;B;59;70;6
268788;2020-11-03;164;M;2;3;A;50;58;6
268795;2020-11-03;190;M;1;4;B;62;74;6
268843;2020-11-03;10;M;1;0;B;50;53;6
268922;2020-11-03;45;M;2;0;A;9;10;3
269003;2020-11-03;36;F;3;0;C;49;58;6
269095;2020-11-03;754;F;3;4;B;27;30;5
269141;2020-11-03;281;F;2;0;B;60;68;7
269215;2020-11-03;373;F;4;2;B;51;62;6
269314;2020-11-03;322;M;2;0;B;15;15;4
269387;2020-11-03;605;M;4;2;B;41;45;4
269477;2020-11-03;189;F;3;4;C;32;35;5
269511;2020-11-03;711;M;4;2;B;19;21;6
269599;2020-11-03;683;F;3;0;B;5;5;3
269622;2020-11-03;745;F;1;2;B;6;6;4
269665;2020-11-03;837;F;2;0;C;63;77;6
269712;2020-11-03;308;M;4;0;B;55;63;5
269718;2020-11-03;530;F;1;0;A;16;16;5
269814;2020-11-03;266;F;3;3;B;52;58;5
269900;2020-11-03;130;F;1;0;B;26;27;4
269984;2020-11-03;546;F;4;0;B;71;78;6
270067;2020-11-03;254;F;5;2;B;49;56;6
270153;2020-11-03;31;F;1;0;C;47;53;6
270232;2020-11-03;308;M;4;0;B;6;6;3
270294;2020-11-03;36;F;3;0;C;52;55;6
270383;2020-11-03;850;M;1;0;C;39;42;5
270396;2020-11-03;355;M;3;4;B;53;67;6
270486;2020-11-03;573;F;1;0;C;61;73;5
270582;2020-11-03;919;F;2;0;C;72;81;5
270648;2020-11-03;983;F;4;0;C;45;50;7
270745;2020-11-03;562;F;3;0;B;70;79;6
270836;2020-11-03;387;M;2;2;B;14;15;3
270929;2020-11-03;298;F;4;0;C;12;13;5
270941;2020-11-03;736;M;1;0;C;65;78;6
271001;2020-11-03;936;F;3;2;B;71;88;6
271074;2020-11-03;204;F;3;3;B;23;26;4
271107;2020-11-03;733;M;4;0;B;14;15;4
271160;2020-11-03;506;F;4;3;B;57;70;5
271242;2020-11-03;268;M;4;0;B;36;46;5
271261;2020-11-03;175;M;1;0;B;39;45;6
271316;2020-11-03;572;M;1;0;C;64;75;6
271367;2020-11-03;772;F;2;0;B;69;79;5
271463;2020-11-03;869;F;3;0;B;30;31;5
271539;2020-11-03;542;M;3;1;B;18;20;6
271604;2020-11-03;31;F;1;0;C;51;61;7
271612;2020-11-03;25;M;4;1;C;64;75;7
271661;2020-11-03;446;M;1;4;B;69;85;6
271726;2020-11-03;134;F;3;0;B;69;79;6
271744;2020-11-03;448;F;2;0;A;67;85;6
271813;2020-11-03;949;M;1;0;B;56;65;5
271911;2020-11-03;847;M;4;2;A;75;88;5
271931;2020-11-03;737;F;2;1;C;44;49;6
272011;2020-11-03;889;F;3;4;B;36;41;5
272025;2020-11-03;773;M;4;0;B;65;77;6
272048;2020-11-03;29;M;2;0;B;47;49;5
272103;2020-11-03;501;M;1;0;B;4;4;2
272117;2020-11-03;51;F;3;0;B;28;30;4
272144;2020-03-18;990;F;1;4;B;15;15;4
272179;2020-03-18;607;F;2;0;B;73;87;7
272230;2020-03-18;858;F;4;2;C;53;58;5
272305;2020-03-18;391;F;2;0;A;36;42;5
272309;2020-03-18;263;M;3;0;B;14;14;6
272389;2020-03-18;892;F;4;2;B;31;33;6
272400;2020-03-18;32;F;1;0;B;9;9;3
272442;2020-03-18;28;F;1;2;B;2;2;1
272450;2020-03-18;687;M;2;3;C;46;53;5
272524;2020-03-18;85;M;1;0;B;57;63;5
272613;2020-03-18;339;F;4;0;C;79;86;6
272633;2020-03-18;784;F;1;3;B;73;88;7
272637;2020-03-18;28;F;1;2;B;62;72;6
272709;2020-03-18;867;M;2;3;B;51;55;6
272724;2020-03-18;73;M;1;0;A;55;59;7
272752;2020-03-18;507;F;3;2;B;21;21;4
272764;2020-03-18;57;M;2;0;B;68;84;7
272792;2020-03-18;873;F;3;0;B;49;54;7
272828;2020-03-18;501;M;1;0;B;6;6;3
272873;2020-03-18;981;F;4;1;C;49;52;6
272884;2020-03-18;588;F;1;4;C;64;76;5
272939;2020-03-18;463;M;3;3;B;15;17;3
273024;2020-03-18;969;M;1;3;B;52;55;6
273093;2020-03-18;363;F;1;0;B;27;30;5
273117;2020-03-18;857;F;2;2;B;37;40;5
273153;2020-03-18;924;F;2;2;B;57;67;5
273187;2020-03-18;970;M;2;4;B;3;3;2
273212;2020-03-18;446;M;1;4;B;32;35;5
273302;2020-03-18;485;M;3;3;B;47;54;6
273305;2020-03-18;831;F;4;2;B;31;32;6
273358;2020-03-18;956;M;5;1;C;63;78;6
273431;2020-03-18;436;M;2;4;B;48;54;5
273476;2020-03-18;716;F;4;0;C;51;57;6
273479;2020-03-18;899;F;4;0;C;10;10;4
273496;2020-03-18;213;M;2;4;B;49;60;5
273557;2020-03-18;612;F;3;4;B;30;32;4
273620;2020-03-18;88;F;1;0;B;62;77;6
273652;2020-03-18;748;M;4;0;B;54;63;6
273703;2020-03-18;404;M;4;0;B;49;57;6
273751;2020-03-18;63;F;3;0;B;58;70;5
273800;2020-03-18;319;M;1;4;B;63;72;7
273835;2020-03-18;48;M;4;1;B;25;25;5
273893;2020-03-18;403;M;3;2;B;65;75;6
273951;2020-03-18;289;F;3;4;C;64;76;6
274047;2020-03-18;255;M;4;0;B;15;16;4
274116;2020-03-18;526;M;2;2;B;8;9;3
274149;2020-03-18;245;F;4;3;B;63;72;6
274176;2020-03-18;320;M;3;4;B;49;60;6
274197;2020-03-18;518;F;1;0;B;29;34;5
274229;2020-03-18;71;F;3;1;B;75;88;6
274307;2020-03-18;915;F;3;0;B;65;71;6
274380;2020-03-18;734;F;4;2;B;38;38;5
274445;2020-03-18;502;M;4;0;C;21;21;5
274518;2020-03-18;768;F;4;0;B;38;41;6
274540;2020-03-18;534;M;4;1;C;23;24;5
274629;2020-03-18;203;F;3;0;A;54;60;6
274654;2020-03-18;359;F;1;0;B;54;59;6
274727;2020-03-18;975;F;3;0;B;38;42;5
274765;2020-03-18;173;F;1;0;B;51;56;6
274860;2020-03-18;380;M;3;4;B;40;44;5
274879;2020-03-18;826;F;2;0;C;47;51;4
274919;2020-03-18;361;F;1;0;C;23;26;5
275016;2020-03-18;354;F;2;0;B;50;57;5
275113;2020-03-18;339;F;4;0;C;37;40;5
